0103050P0AAAFAF,Omeprazole_Cap E/C 10mg
0302000N0BCAAAX,Seretide 100_Accuhaler 100mcg/50mcg(60D)
0302000N0BCABAY,Seretide 250_Accuhaler 250mcg/50mcg(60D)
0302000N0BCACAZ,Seretide 500_Accuhaler 500mcg/50mcg(60D)
0302000N0BCADBE,Seretide 50_Evohaler 50mcg/25mcg (120 D)
0302000N0BCAFBG,Seretide 250_Evohaler 250mcg/25mcg(120D)
0302000U0AAACAC,Ciclesonide_Inh 160mcg (60 D) CFF
0303020G0AAAAAA,Montelukast_Tab Chble 5mg S/F
0303020G0AAABAB,Montelukast_Tab 10mg
0303020G0AAACAC,Montelukast_Tab Chble 4mg S/F
0304010AAAAAAAA,Mizolastine_Tab 10mg M/R
0304010ABAAAAAA,Desloratadine_Tab 5mg
0304010ACAAAAAA,Levocetirizine_Tab 5mg
0304010D0AAAAAA,Loratadine_Tab 10mg
0304010D0AAABAB,Loratadine_Oral Soln 5mg/5ml
0304010E0AAAAAA,Fexofenadine HCl_Tab 120mg
0304010E0AAABAB,Fexofenadine HCl_Tab 180mg
0304010E0AAACAC,Fexofenadine HCl_Tab 30mg
0304010G0AAABAB,Chlorphenamine Mal_Oral Soln 2mg/5ml
0304010G0AAACAC,Chlorphenamine Mal_Tab 4mg
0304010I0AAAAAA,Cetirizine HCl_Tab 10mg
0304010I0AAABAB,Cetirizine HCl_Oral Soln 1mg/1ml S/F
0304010J0AAABAB,Hydroxyzine HCl_Tab 10mg
0304010J0AAACAC,Hydroxyzine HCl_Tab 25mg
0304010K0AAABAB,Cyproheptadine HCl_Tab 4mg
0304010N0AAAGAG,Diphenhydramine HCl_Tab 25mg
0304010N0AAAPAP,Diphenhydramine HCl_Tab 50mg
0304010W0AAADAD,Promethazine HCl_Tab 10mg
0304010W0AAALAL,Promethazine HCl_Tab 25mg
0304010Y0AAADAD,Alimemazine Tart_Tab 10mg
0304030C0BEABA3,Epipen_Auto-Inj 1/1000 1mg/ml 0.3ml
0307000C0AAAJAJ,Acetylcy_Tab Eff 600mg
0307000J0AAAAAA,Carbocisteine_Cap 375mg
0307000J0AAACAC,Carbocisteine_Oral Soln 250mg/5ml
0309010C0AAAAAA,Codeine Phos_Linct 15mg/5ml
0309010C0AAADAD,Codeine Phos_Linct 15mg/5ml S/F
0309010X0AAALAL,Pholcodine_Linct 5mg/5ml S/F
0309020D0AAAAAA,Simple_Linct
0309020D0AAABAB,Simple_Linct Paed
0309020D0AAADAD,Simple_Linct S/F
0310000E0BBAAAA,Haymine_Tab
0310000N0AAABAB,Pseudoephed HCl_Oral Soln 30mg/5ml
0310000N0AAACAC,Pseudoephed HCl_Tab 60mg
0310000N0BBAAAC,Galpseud_Tab 60mg
0401010ADAAAAAA,Melatonin_Tab 2mg M/R
0401010ADAAAJAJ,Melatonin_Cap 3mg M/R
0401010ADAABABA,Melatonin_Oral Soln 5mg/5ml
0401010ADBBAAAA,Circadin_Tab 2mg M/R
0401010C0AAAAAA,Cloral Betaine_Tab 707mg
0401010F0AAAAAA,Clomethi_Cap 192mg
0401010R0AAACAC,Nitrazepam_Tab 5mg
0401010T0AAAMAM,Temazepam_Tab 10mg
0401010T0AAANAN,Temazepam_Tab 20mg
0401010Y0AAABAB,Zolpidem Tart_Tab 10mg
0401010Z0AAAAAA,Zopiclone_Tab 7.5mg
0401010Z0AAACAC,Zopiclone_Tab 3.75mg
0401020B0AAAAAA,Buspirone HCl_Tab 5mg
0401020B0AAABAB,Buspirone HCl_Tab 10mg
0401020E0AAAEAE,Chlordiazepox HCl_Cap 10mg
0401020K0AAAHAH,Diazepam_Tab 2mg
0401020K0AAAIAI,Diazepam_Tab 5mg
0401020K0AAAJAJ,Diazepam_Tab 10mg
0401020P0AAABAB,Lorazepam_Tab 1mg
0401020T0AAABAB,Oxazepam_Tab 10mg
0401020T0AAACAC,Oxazepam_Tab 15mg
0402010ABAAABAB,Quetiapine_Tab 25mg
0402010ABAAACAC,Quetiapine_Tab 100mg
0402010ABAAADAD,Quetiapine_Tab 200mg
0402010ABAAAFAF,Quetiapine_Tab 150mg
0402010ABAAAKAK,Quetiapine_Tab 300mg
0402010ABAAAVAV,Quetiapine_Tab 50mg M/R
0402010ABAAAWAW,Quetiapine_Tab 200mg M/R
0402010ABAAAXAX,Quetiapine_Tab 300mg M/R
0402010ABAAAYAY,Quetiapine_Tab 400mg M/R
0402010ADAAAAAA,Aripiprazole_Tab 10mg
0402010ADAAABAB,Aripiprazole_Tab 15mg
0402010ADAAACAC,Aripiprazole_Tab 30mg
0402010ADAAADAD,Aripiprazole_Tab 5mg
0402010A0AAAAAA,Amisulpride_Tab 200mg
0402010A0AAABAB,Amisulpride_Tab 50mg
0402010A0AAAEAE,Amisulpride_Tab 400mg
0402010A0AAAGAG,Amisulpride_Tab 100mg
0402010D0AAAIAI,Chlorpromazine HCl_Tab 25mg
0402010J0AAAAAA,Haloperidol_Cap 500mcg
0402010J0AAACAC,Haloperidol_Inj 5mg/ml 1ml Amp
0402010J0AAAJAJ,Haloperidol_Tab 1.5mg
0402010K0AAALAL,Levomeprom Mal_Liq Spec 2.5mg/5ml
0402010T0AAABAB,Zuclopenth HCl_Tab 10mg
0402010U0AAAHAH,Sulpiride_Tab 200mg
0402010U0AAAQAQ,Sulpiride_Tab 400mg
0402010X0AAAHAH,Trifluoperazine_Tab 1mg
0402010X0AAAKAK,Trifluoperazine_Oral Soln 5mg/5ml S/F
040201030AAAAAA,Risperidone_Tab 1mg
040201030AAABAB,Risperidone_Tab 2mg
040201030AAACAC,Risperidone_Tab 3mg
040201030AAADAD,Risperidone_Tab 4mg
040201030AAAEAE,Risperidone_Oral Liq 1mg/1ml S/F
040201030AAAKAK,Risperidone_Tab 500mcg
040201030AAALAL,Risperidone_Orodisper Tab 1mg S/F
040201060AAAAAA,Olanzapine_Tab 5mg
040201060AAABAB,Olanzapine_Tab 7.5mg
040201060AAACAC,Olanzapine_Tab 10mg
040201060AAADAD,Olanzapine_Tab 2.5mg
040201060AAAFAF,Olanzapine_Oral Lyophilisate Tab 10mgS/F
040201060AAAQAQ,Olanzapine_Tab 20mg
0402020G0BBABAC,Depixol_Inj 20mg/ml 2ml Amp
0402030K0BBABAF,Camcolit 400_Tab 400mg
0402030K0BFAAAF,Priadel_Tab 400mg
0402030K0BFABAI,Priadel_Tab 200mg
0402030Q0AAABAB,Valproic Acid_Tab G/R 500mg
0402030Q0BBABAB,Depakote_Tab G/R 500mg
0403010B0AAAGAG,Amitriptyline HCl_Tab 10mg
0403010B0AAAHAH,Amitriptyline HCl_Tab 25mg
0403010B0AAAIAI,Amitriptyline HCl_Tab 50mg
0403010B0AAANAN,Amitriptyline HCl_Oral Soln 25mg/5ml S/F
0403010F0AAABAB,Clomipramine HCl_Cap 25mg
0403010F0AAACAC,Clomipramine HCl_Cap 50mg
0403010F0BBACAC,Anafranil_Cap 50mg
0403010J0AAAAAA,Dosulepin HCl_Cap 25mg
0403010J0AAAIAI,Dosulepin HCl_Tab 75mg
0403010J0AAA7A7,Dosulepin HCl_Liq Spec 75mg/5ml
0403010N0AAADAD,Imipramine HCl_Tab 10mg
0403010N0AAAEAE,Imipramine HCl_Tab 25mg
0403010R0AAAAAA,Lofepramine HCl_Tab 70mg
0403010V0AAADAD,Nortriptyline_Tab 10mg
0403010X0AAAAAA,Trazodone HCl_Cap 50mg
0403010X0AAABAB,Trazodone HCl_Cap 100mg
0403010X0AAADAD,Trazodone HCl_Tab 150mg
0403010X0AAAFAF,Trazodone HCl_Oral Liq 50mg/5ml S/F
0403020K0AAAAAA,Moclobemide_Tab 150mg
0403020M0AAAAAA,Phenelzine Sulph_Tab 15mg
0403020Q0AAAAAA,Tranylcypromine Sulph_Tab 10mg
0403030D0AAAAAA,Citalopram Hydrob_Tab 20mg
0403030D0AAABAB,Citalopram Hydrob_Tab 10mg
0403030D0AAACAC,Citalopram Hydrob_Tab 40mg
0403030E0AAAAAA,Fluoxetine HCl_Cap 20mg
0403030E0AAACAC,Fluoxetine HCl_Oral Soln 20mg/5ml
0403030E0AAAEAE,Fluoxetine HCl_Cap 60mg
0403030P0AAAAAA,Paroxetine HCl_Tab 20mg
0403030P0AAABAB,Paroxetine HCl_Tab 30mg
0403030P0AAAKAK,Paroxetine HCl_Tab 10mg
0403030P0BBABAB,Seroxat_Tab 30mg
0403030Q0AAAAAA,Sertraline HCl_Tab 50mg
0403030Q0AAABAB,Sertraline HCl_Tab 100mg
0403030X0AAAAAA,Escitalopram_Tab 10mg
0403030X0AAABAB,Escitalopram_Tab 20mg
0403030X0AAACAC,Escitalopram_Tab 5mg
0403030Z0AAAAAA,Citalopram HCl_Oral Dps 40mg/ml S/F
0403040F0AAAAAA,Flupentixol HCl_Tab 500mcg
0403040F0AAABAB,Flupentixol HCl_Tab 1mg
0403040U0AAAAAA,Reboxetine_Tab 4mg
0403040W0AAAAAA,Venlafaxine_Tab 37.5mg
0403040W0AAABAB,Venlafaxine_Tab 75mg
0403040W0AAADAD,Venlafaxine_Cap 75mg M/R
0403040W0AAAEAE,Venlafaxine_Cap 150mg M/R
0403040W0AAAJAJ,Venlafaxine_Tab 75mg M/R
0403040W0AAAKAK,Venlafaxine_Tab 150mg M/R
0403040W0AAALAL,Venlafaxine_Tab 225mg M/R
0403040W0AAAMAM,Venlafaxine_Tab 37.5mg M/R
0403040X0AAAAAA,Mirtazapine_Tab 30mg
0403040X0AAAGAG,Mirtazapine_Oral Soln 75mg/5ml S/F
0403040X0AAAJAJ,Mirtazapine_Orodisper Tab 30mg
0403040X0AAALAL,Mirtazapine_Orodisper Tab 15mg
0403040X0AAAMAM,Mirtazapine_Orodisper Tab 45mg
0403040X0AAANAN,Mirtazapine_Tab 15mg
0403040X0AAAPAP,Mirtazapine_Tab 45mg
0403040Y0AAAAAA,Duloxetine HCl_Cap G/R 30mg
0403040Y0AAABAB,Duloxetine HCl_Cap G/R 60mg
0403040Z0AAAAAA,Agomelatine_Tab 25mg
0404000L0AAAJAJ,Dexamfet Sulph_Tab 5mg
0404000M0AAAAAA,Methylphenidate HCl_Tab 10mg
0404000M0AAAJAJ,Methylphenidate HCl_Tab 5mg
0404000M0AAAKAK,Methylphenidate HCl_Tab 20mg
0404000M0AAAMAM,Methylphenidate HCl_Tab 18mg M/R
0404000M0AAANAN,Methylphenidate HCl_Tab 36mg M/R
0404000M0AAATAT,Methylphenidate HCl_Tab 27mg M/R
0404000M0AAAUAU,Methylphenidate HCl_Cap 10mg M/R
0404000M0BCAEAQ,Equasym XL_Cap 20mg
0404000M0BCAFAV,Equasym XL_Cap 30mg
0404000M0BDAAAM,Concerta_XL Tab 18mg
0404000M0BDABAN,Concerta_XL Tab 36mg
0404000M0BDAEAT,Concerta_XL Tab 27mg
0404000M0BGAGAW,Medikinet XL_Cap 40mg
0404000R0AAAAAA,Modafinil_Tab 100mg
0404000S0AAAAAA,Atomoxetine HCl_Cap 10mg
0404000S0AAACAC,Atomoxetine HCl_Cap 18mg
0404000S0AAAEAE,Atomoxetine HCl_Cap 60mg
0405010P0AAAAAA,Orlistat_Cap 120mg
0406000A0AAADAD,Hyoscine_Skin Patch 1mg/72hrs
0406000B0AAAAAA,Betahistine HCl_Tab 8mg
0406000B0AAABAB,Betahistine HCl_Tab 16mg
0406000B0BBABAB,Serc-16_Tab 16mg
0406000D0AAAAAA,Cinnarizine_Tab 15mg
0406000F0AAACAC,Cyclizine HCl_Tab 50mg
0406000G0AAAAAA,Cyclizine Lact_Inj 50mg/ml 1ml Amp
0406000J0AAACAC,Domperidone_Susp 5mg/5ml S/F
0406000J0AAAJAJ,Domperidone_Tab 10mg
0406000L0AAATAT,Hyoscine Hydrob_Tab 300mcg
0406000L0AAAWAW,Hyoscine Hydrob_Tab Chble 150mcg
0406000P0AAADAD,Metoclopramide HCl_Oral Soln 5mg/5ml S/F
0406000P0AAAEAE,Metoclopramide HCl_Tab 10mg
0406000S0AAAGAG,Ondansetron HCl_Oral Soln 4mg/5ml S/F
0406000T0AAAGAG,Prochlpzine Mal_Tab 5mg
0406000T0AAAKAK,Prochlpzine Mal_Tab Buccal 3mg
0406000U0AAAAAA,Prochlpzine Mesil_Oral Soln 5mg/5ml
0406000V0AAAAAA,Promethazine Teoclate_Tab 25mg
0407010B0AAAEAE,Aspirin Disper_Tab 300mg
0407010F0AAAAAA,Co-Codamol_Tab 8mg/500mg
0407010F0AAABAB,Co-Codamol_Cap 8mg/500mg
0407010F0AAACAC,Co-Codamol Eff_Tab 8mg/500mg
0407010F0AAADAD,Co-Codamol_Cap 30mg/500mg
0407010F0AAAFAF,Co-Codamol Eff_Tab 30mg/500mg
0407010F0AAAHAH,Co-Codamol_Tab 30mg/500mg
0407010F0AAAKAK,Co-Codamol_Tab 15mg/500mg
0407010H0AAAAAA,Paracet_Cap 500mg
0407010H0AAACAC,Paracet_Oral Susp 250mg/5ml
0407010H0AAAMAM,Paracet_Tab 500mg
0407010H0AAAQAQ,Paracet_Tab Solb 500mg
0407010H0AAAWAW,Paracet_Oral Susp Paed 120mg/5ml S/F
0407010H0AAA7A7,Paracet_Oral Soln Paed 120mg/5ml S/F
0407010H0AABGBG,Paracet_Oral Susp 250mg/5ml S/F
0407010N0AAAAAA,Co-Dydramol_Tab 10mg/500mg
0407010P0AAABAB,Nefopam HCl_Tab 30mg
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg
0407020ADAAAAAA,Oxycodone HCl_Oral Soln 5mg/5ml S/F
0407020ADAAACAC,Oxycodone HCl_Cap 5mg
0407020ADAAAFAF,Oxycodone HCl_Tab 10mg M/R
0407020ADAAAGAG,Oxycodone HCl_Tab 20mg M/R
0407020ADAAAHAH,Oxycodone HCl_Tab 40mg M/R
0407020ADAAAIAI,Oxycodone HCl_Tab 80mg M/R
0407020ADAAALAL,Oxycodone HCl_Inj 10mg/ml 1ml Amp
0407020ADAAANAN,Oxycodone HCl_Inj 50mg/ml 1ml Amp
0407020ADAAAQAQ,Oxycodone HCl_Tab 60mg M/R
0407020ADBBAAAA,OxyNorm_Oral Soln 5mg/5ml S/F
0407020ADBBACAC,OxyNorm_Cap 5mg
0407020ADBBAEAE,OxyNorm_Cap 20mg
0407020ADBCAAAF,OxyContin_Tab 10mg M/R
0407020ADBCABAG,OxyContin_Tab 20mg M/R
0407020ADBCACAH,OxyContin_Tab 40mg M/R
0407020ADBCAEAK,OxyContin_Tab 5mg M/R
0407020AFAAAAAA,Oxycodone HCl/Naloxone HCl_Tab 10/5mgM/R
0407020AFAAABAB,Oxycodone HCl/NaloxoneHCl_Tab 20/10mgM/R
0407020AFAAACAC,Oxycodone HCl/NaloxoneHCl_Tab 5/2.5mgM/R
0407020A0AAAEAE,Fentanyl_Transdermal Patch 25mcg/hr
0407020A0BBAIAE,Durogesic DTrans_T/Derm Patch 25mcg
0407020A0BBAJAF,Durogesic DTrans_T/Derm Patch 50mcg
0407020A0BBAKAG,Durogesic DTrans_T/Derm Patch 75mcg
0407020A0BBALAH,Durogesic DTrans_T/Derm Patch 100mcg
0407020A0BBAMAU,Durogesic DTrans_T/Derm Patch 12mcg
0407020A0BEAAAU,Matrifen_Patch 12mcg/hr
0407020A0BEABAE,Matrifen_Patch 25mcg/hr
0407020A0BEACAF,Matrifen_Patch 50mcg/hr
0407020A0BEAEAH,Matrifen_Patch 100mcg/hr
0407020B0AAABAB,Buprenorphine_Tab Subling 200mcg S/F
0407020B0AAAEAE,Buprenorphine_Patch 35mcg/hr (96hr)
0407020B0AAAFAF,Buprenorphine_Patch 52.5mcg/hr (96hr)
0407020B0AAAGAG,Buprenorphine_Patch 70mcg/hr (96hr)
0407020B0AAAHAH,Buprenorphine_Patch 5mcg/hr (7day)
0407020B0AAAIAI,Buprenorphine_Patch 10mcg/hr (7day)
0407020B0AAAJAJ,Buprenorphine_Patch 20mcg/hr (7day)
0407020B0BEAAAH,BuTrans_Transdermal Patch 5mcg/hr
0407020B0BEABAI,BuTrans_Transdermal Patch 10mcg/hr
0407020C0AAABAB,Codeine Phos_Oral Soln 25mg/5ml
0407020C0AAADAD,Codeine Phos_Tab 15mg
0407020C0AAAEAE,Codeine Phos_Tab 30mg
0407020C0AAAFAF,Codeine Phos_Tab 60mg
0407020G0AAACAC,Dihydrocodeine Tart_Tab 30mg
0407020G0AAADAD,Dihydrocodeine Tart_Tab 60mg M/R
0407020G0AAAEAE,Dihydrocodeine Tart_Tab 90mg M/R
0407020G0AAAFAF,Dihydrocodeine Tart_Tab 120mg M/R
0407020G0AAAIAI,Dihydrocodeine Tart_Tab 40mg
0407020M0AAAEAE,Methadone HCl_Tab 5mg
0407020Q0AAABAB,Morph Sulph_Inj 10mg/1ml Amp
0407020Q0AACNCN,Morph Sulph_Oral Soln 10mg/5ml
0407020Q0AACPCP,Morph Sulph_Gran Sach 30mg M/R
0407020Q0BBAAAK,Mst Continus_Tab 10mg
0407020Q0BBABAL,Mst Continus_Tab 30mg
0407020Q0BBACAI,Mst Continus_Tab 60mg
0407020Q0BBADAH,Mst Continus_Tab 100mg
0407020Q0BBAKCG,Mst Continus_Tab 5mg
0407020Q0BBALCF,Mst Continus_Tab 15mg
0407020Q0BCAGCN,Oramorph_Oral Soln 10mg/5ml
0407020Q0BKAAEF,Zomorph_Cap 10mg
0407020Q0BKABEG,Zomorph_Cap 30mg
0407020Q0BKACEH,Zomorph_Cap 60mg
0407020Q0BKADEB,Zomorph_Cap 100mg
0407020Q0BKAEEI,Zomorph_Cap 200mg
0407020Q0BNAAAK,Morphgesic SR_Tab 10mg
0407020Q0BNABAL,Morphgesic SR_Tab 30mg
0407020Q0BNACAI,Morphgesic SR_Tab 60mg
0407020V0AAACAC,Pethidine HCl_Tab 50mg
040702040AAAAAA,Tramadol HCl_Cap 50mg
040702040AAACAC,Tramadol HCl_Tab 100mg M/R
040702040AAAGAG,Tramadol HCl_Cap 50mg M/R
040702040AAAHAH,Tramadol HCl_Cap 100mg M/R
040702040AAAIAI,Tramadol HCl_Cap 150mg M/R
040702040AAAJAJ,Tramadol HCl_Cap 200mg M/R
040702040AAATAT,Tramadol HCl_Orodisper Tab 50mg
040702040AAAUAU,Tramadol HCl/Paracet_Tab 37.5mg/325mg
040702040BDAAAA,Zamadol_Cap 50mg
040702040BDAKAN,Zamadol 24hr_Tab 400mg
040702040BFAAAU,Tramacet_Tab 37.5mg/325mg
040702040BPAAAG,Maxitram SR_Cap 50mg
040702040BPABAH,Maxitram SR_Cap 100mg
040702040BPACAI,Maxitram SR_Cap 150mg
040702040BPADAJ,Maxitram SR_Cap 200mg
040702050AAADAD,Hydromorphone HCl_Cap 2.6mg
040702050AAAEAE,Hydromorphone HCl_Cap 1.3mg
0407041A0AAADAD,Paracet/Metoclopramide HCl_Tab 500mg/5mg
0407041A0BBAAAA,Migraleve Complete_Tab
0407041A0BBABAG,Migraleve_Pink Tab
0407041M0AAAAAA,Naratriptan HCl_Tab 2.5mg
0407041R0AAAAAA,Rizatriptan_Tab 5mg
0407041R0AAABAB,Rizatriptan_Tab 10mg
0407041R0AAACAC,Rizatriptan_Oral Lyophilisate Tab 10mg
0407041R0BBACAC,Maxalt_Melt Oral Lyophilisate Tab 10mg
0407041T0AAACAC,Sumatriptan_Tab 100mg
0407041T0AAAFAF,Sumatriptan_Tab 50mg
0407041Z0AAAAAA,Zolmitriptan_Tab 2.5mg
0407041Z0AAABAB,Zolmitriptan_Orodisper Tab 2.5mg
0407041Z0AAACAC,Zolmitriptan_Nsl Spy 5mg/0.1ml Ud
0407042Q0AAABAB,Pizotifen Malate_Tab 500mcg
0407042Q0AAACAC,Pizotifen Malate_Tab 1.5mg
0408010AEAAAAAA,Pregabalin_Cap 25mg
0408010AEAAABAB,Pregabalin_Cap 50mg
0408010AEAAACAC,Pregabalin_Cap 75mg
0408010AEAAADAD,Pregabalin_Cap 100mg
0408010AEAAAEAE,Pregabalin_Cap 150mg
0408010AEAAAFAF,Pregabalin_Cap 200mg
0408010AEAAAGAG,Pregabalin_Cap 300mg
0408010AEAAAIAI,Pregabalin_Cap 225mg
0408010A0AAAAAA,Levetiracetam_Tab 250mg
0408010A0AAABAB,Levetiracetam_Tab 500mg
0408010A0AAACAC,Levetiracetam_Tab 1g
0408010A0AAAHAH,Levetiracetam_Oral Soln 500mg/5ml S/F
0408010A0AAAIAI,Levetiracetam_Tab 750mg
0408010C0AAABAB,Carbamazepine_Tab 100mg
0408010C0AAACAC,Carbamazepine_Tab 200mg
0408010C0AAADAD,Carbamazepine_Tab 400mg
0408010C0AAAGAG,Carbamazepine_Tab 200mg M/R
0408010C0AAAPAP,Carbamazepine_Oral Liq 100mg/5ml S/F
0408010C0BBABAC,Tegretol_Tab 200mg
0408010C0BBAEAG,Tegretol Prolonged Release_Tab 200mg M/R
0408010C0BBAFAH,Tegretol Prolonged Release_Tab 400mg M/R
0408010D0AAABAB,Oxcarbazepine_Tab 300mg
0408010D0AAACAC,Oxcarbazepine_Tab 150mg
0408010D0AAADAD,Oxcarbazepine_Tab 600mg
0408010F0AAABAB,Clonazepam_Tab 500mcg
0408010F0AAACAC,Clonazepam_Tab 2mg
0408010G0AAAAAA,Gabapentin_Cap 100mg
0408010G0AAABAB,Gabapentin_Cap 300mg
0408010G0AAACAC,Gabapentin_Cap 400mg
0408010G0AAAJAJ,Gabapentin_Tab 600mg
0408010G0AAAPAP,Gabapentin_Liq Spec 300mg/5ml
0408010G0AAATAT,Gabapentin_Oral Soln 250mg/5ml
0408010H0AAAAAA,Lamotrigine_Tab 100mg
0408010H0AAABAB,Lamotrigine_Tab 50mg
0408010H0AAACAC,Lamotrigine_Tab 25mg
0408010H0AAAQAQ,Lamotrigine_Tab Disper 25mg
0408010H0AAA1A1,Lamotrigine_Tab 200mg
0408010H0BBAEAQ,Lamictal_Disper Tab 25mg
0408010H0BBAGA1,Lamictal_Tab 200mg
0408010I0AAABAB,Ethosuximide_Oral Soln 250mg/5ml
0408010N0AAAJAJ,Phenobarb_Tab 30mg
0408010N0AAALAL,Phenobarb_Tab 60mg
0408010Q0AAAAAA,Phenytoin_Sod Cap 100mg
0408010Q0AAADAD,Phenytoin_Sod Cap 25mg
0408010Q0AAAGAG,Phenytoin_Sod Tab 100mg
0408010Q0AAAPAP,Phenytoin_Sod Cap 50mg
0408010Q0AAAQAQ,Phenytoin_Sod Cap 300mg
0408010Q0BBAEAA,Epanutin_Cap 100mg
0408010Q0BBAFAQ,Epanutin_Cap 300mg
0408010U0AAABAB,Primidone_Tab 250mg
0408010W0AAAAAA,Sod Valpr_Oral Soln 200mg/5ml S/F
0408010W0AAABAB,Sod Valpr_Tab 100mg
0408010W0AAACAC,Sod Valpr_Tab E/C 200mg
0408010W0AAADAD,Sod Valpr_Tab E/C 500mg
0408010W0AAAEAE,Sod Valpr_Oral Soln 200mg/5ml
0408010W0AAAZAZ,Sod Valpr_Tab 200mg M/R
0408010W0AAA1A1,Sod Valpr_Tab 300mg M/R
0408010W0AAA2A2,Sod Valpr_Tab 500mg M/R
0408010W0BBABAC,Epilim 200_Tab E/C 200mg
0408010W0BBACAD,Epilim 500_Tab E/C 500mg
0408010W0BBAJAZ,Epilim Chrono 200_Tab 200mg C/R
0408010W0BBAKA1,Epilim Chrono 300_Tab 300mg C/R
0408010W0BBALA2,Epilim Chrono 500_Tab 500mg C/R
0408010Z0AAAAAA,Phenytoin_Oral Susp 30mg/5ml
040801020AAAAAA,Valproic Acid_Cap E/C 150mg
040801020AAACAC,Valproic Acid_Cap E/C 500mg
040801050AAAAAA,Topiramate_Tab 50mg
040801050AAABAB,Topiramate_Tab 100mg
040801050AAACAC,Topiramate_Tab 200mg
040801050AAADAD,Topiramate_Tab 25mg
040801060AABTBT,Clobazam_Tab 10mg
0408020V0AAAPAP,Midazolam_Oromuc Soln 10mg/ml
0409010B0AAAAAA,Amantadine HCl_Cap 100mg
0409010H0AAAKAK,Ropinirole HCl_Tab 2mg M/R
0409010H0AAALAL,Ropinirole HCl_Tab 4mg M/R
0409010H0BBAGAK,ReQuip XL_Tab 2mg
0409010K0AAAIAI,Co-Beneldopa_Cap 12.5mg/50mg
0409010K0AAAJAJ,Co-Beneldopa_Cap 25mg/100mg
0409010K0BBAIAA,Madopar_Cap 50mg/12.5mg
0409010K0BBAKAB,Madopar_Cap 100mg/25mg
0409010K0BBANAF,Madopar CR_Cap
0409010N0AAABAB,Co-Careldopa_Tab 25mg/100mg
0409010N0AAADAD,Co-Careldopa_Tab 12.5mg/50mg
0409010N0AAAEAE,Co-Careldopa_Tab 50mg/200mg M/R
0409010N0BBACAB,Sinemet-Plus_Tab 125mg
0409010N0BBAFAG,Half Sinemet CR_Tab 125mg
0409010N0BBAGAD,Sinemet_Tab 12.5mg/50mg
0409010U0AAAAAA,Cabergoline_Tab 1mg
0409010V0AAAAAA,Entacapone_Tab 200mg
0409010W0AAACAC,Pramipexole_Tab 88mcg
0409010X0BBACAC,Stalevo_Tab 150mg/37.5mg/200mg
0409010Y0AAAAAA,Rasagiline Mesil_Tab 1mg
0409010Z0AAABAB,Rotigotine_Transdermal Patch 4mg/24hrs
0409020C0AAADAD,Trihexyphenidyl HCl_Tab 2mg
0409020N0AAAIAI,Orphenadrine HCl_Tab 50mg
0409020S0AAAEAE,Procyclidine HCl_Tab 5mg
0410010A0AAAAAA,Acamprosate Calc_Tab E/C 333mg
0410010B0AAAAAA,Disulfiram_Tab 200mg
0410020B0AAANAN,Nicotine_Nsl Spy 500mcg (200 D) 10ml
0410020B0AAAPAP,Nicotine_Transdermal Patch 7mg/24hrs
0410020B0AAAQAQ,Nicotine_Transdermal Patch 14mg/24hrs
0410020B0AAARAR,Nicotine_Transdermal Patch 21mg/24hrs
0410020B0AAATAT,Nicotine_Transdermal Patch 10mg/16hrs
0410020B0AAAUAU,Nicotine_Transdermal Patch 15mg/16hrs
0410020B0AAAVAV,Nicotine_Inhalator + Inh Cart 10mg
0410020B0AAAYAY,Nicotine_Loz 2mg S/F
0410020B0AAAZAZ,Nicotine_Loz 4mg S/F
0410020B0AABABA,Nicotine_Chewing Gum 2mg S/F
0410020B0AABDBD,Nicotine_Chewing Gum 4mg S/F
0410020B0AABPBP,Nicotine_Loz 1.5mg S/F (Mint)
0410020B0AABRBR,Nicotine_Transdermal Patch 25mg/16hrs
0410020B0AABWBW,Nicotine_Oromucosal P/Spy (1mg D) S/F
0410020B0AABZBZ,Nicotine_Inhalator + Inh Cart 15mg
0410020B0BBAUAU,Nicorette Invisi_Patch 15mg/16hrs
0410020B0BBAVBR,Nicorette Invisi_Patch 25mg/16hrs
0410020B0BCAPBY,Nicotinell_Chewing Gum 2mg S/F(Icemint)
0410020B0BDADAR,NiQuitin Clr_Patch 21mg/24hrs(Step 1)
0410020B0BDANBH,NiQuitin Minis Mint_Loz 4mg S/F
0410020B0BDAPBP,NiQuitin Minis Mint_Loz 1.5mg S/F
0410020C0AAAAAA,Varenicline Tart_Tab 0.5mg
0410020C0AAABAB,Varenicline Tart_Tab 1mg
0410020C0AAACAC,Varenicline Tart_Ti/P (Tab 0.5mg/1mg)
0410030A0AAACAC,Buprenorphine_Tab Subling 400mcg S/F
0410030A0AAADAD,Buprenorphine_Tab Subling 2mg S/F
0410030C0AAAFAF,Methadone HCl_Mix 1mg/1ml S/F
0410030E0AAAKAK,Naltrexone HCl_Cap 4.5mg
0411000D0AAAAAA,Donepezil HCl_Tab 5mg
0411000D0AAABAB,Donepezil HCl_Tab 10mg
0411000D0AAAEAE,Donepezil HCl_Orodisper Tab 10mg S/F
0411000E0AAABAB,Rivastigmine_Cap 3mg
0411000E0AAADAD,Rivastigmine_Cap 6mg
0411000E0AAAGAG,Rivastigmine_Skin Patch 9.5mg/24hrs
0411000F0AAABAB,Galantamine_Tab 8mg
